org,max_slope,r2,intercept
Kytococcus sedentarius,0.47985778176619354,0.9528598051534738,-0.1741825547580813
Granulosicoccus antarcticus,0.34102626006155606,0.9371462685952169,-1.986660000590179
Actinoplanes atraurantiacus,0.19332619124669778,0.9954789411537368,0.5382524309447216
Chromatocurvus halotolerans,0.17020975799803295,0.9946898603986314,-0.07741002748552361
Arthrobacter globiformis,0.1519140467201283,0.9969268598707766,-4.879491376743748
Kocuria varians,0.10168434679422408,0.9643165354905512,1.496661117032928
Xanthomonas translucens,0.08576175536453542,0.9790383430593168,0.24945486046392595
Dermabacter hominis,0.0757175342010698,0.9993319367457036,-3.5864006015450416
Legionella brunensis,0.06604629734981785,0.9655145340671214,-2.45322556109162
XC,0.058018826998935555,0.996204888459933,-3.905074158140084
Thermomonas haemolytica,0.042790639542216034,0.978798832229879,1.139103802654478
Kocuria flava,0.039358725517393806,0.9433238539602856,2.2911142644044
Agreia bicolorata,0.03478494093306055,0.9265723051219462,0.9039202920569562
Subtercola sp. Z020,0.032539586832346326,0.9365666184447887,1.3554599131235052
Plantibacter sp. VKM Ac-1784,0.028663070923840926,0.9857505229895636,-3.9299621236366225
Brachybacterium alimentarium,0.027298899422488317,0.9201807857356687,1.6003198170374267
Okibacterium fritillariae,0.02670418710900498,0.9529745867485573,0.8656089019047333
Wenzhouxiangella sediminis,0.025447728435142692,0.9140356234349464,0.6870617127064973
Leifsonia sp. Leaf325,0.024646184575255126,0.9800368043229097,1.103646802430747
